년,월,일,Solar radiation,Tmax,Tmin,Precipiation,Humidity,Windspeed,단면or양면,차광율,발전량,모듈 단위 발전량
2020,6,13,2.053738801,29.12,22.2,50.2,85.56212523,1.97703125,1,0.32,69.8429291,0.99775613
2020,6,14,1.405903692,26.3,21.6,42.8,85.1811963,1.616805556,1,0.32,47.81154829,0.683022118
2020,6,15,6.178615404,31.74,17.2,0,68.89672753,1.627951389,1,0.32,210.1204872,3.001721246
2020,6,16,5.746004851,32.5,18,0,67.46336917,1.835434028,1,0.32,195.4083982,2.791548545
2020,6,17,3.136011538,28.86,18.18,4.4,74.59244881,1.514600694,1,0.32,106.6485336,1.52355048
2020,6,18,0.845517366,19.72,17.6,55,90.45495335,2.150659722,1,0.32,28.7540993,0.410772847
2020,6,19,5.14597221,30.62,18.1,20.8,76.83411821,1.758559028,1,0.32,175.0026693,2.500038133
2020,6,20,4.869343633,31.1,18.7,0,73.85379648,1.674010417,1,0.32,165.5951682,2.365645259
2020,6,21,4.957341733,32.82,19.9,0,70.40268974,1.459357639,1,0.32,168.587781,2.408396871
2020,6,22,5.693939209,33.54,19,0,70.34828235,1.917170139,1,0.32,193.6377655,2.766253793
2020,6,23,5.513309645,33.48,17.9,0,65.6828178,2.676545139,1,0.32,187.4949698,2.678499569
2020,6,24,1.22680266,25.58,22.4,16.2,77.5771107,3.554548611,1,0.32,41.72073447,0.596010492
2020,6,25,1.386773151,26.28,20.58,0,82.25305244,1.690868056,1,0.32,47.16096263,0.673728038
2020,6,26,4.855897323,31.46,19.9,2.7,74.26000665,1.447777778,1,0.32,165.1378901,2.359112716
2020,6,27,4.488953964,34.2,18.9,0,75.78277984,1.26671875,1,0.32,152.6589911,2.18084273
2020,6,28,5.717953889,32.9,20,0,75.20082001,1.54390625,1,0.32,194.4544495,2.777920708
2020,6,29,1.16367904,24.84,20.7,31.8,84.60129714,3.659184028,1,0.32,39.57404546,0.565343507
2020,6,30,2.136231796,24.1,18.9,5,85.87830636,2.758836806,1,0.32,72.64832594,1.037833228
2020,7,1,5.082397826,30.9,18.2,0,72.68554788,1.769913194,1,0.32,172.8406508,2.469152155
2020,7,2,3.297873913,29.5,17.5,1.8,74.85337322,1.624652778,1,0.32,112.1531004,1.602187148
2020,7,3,1.203058696,22.4,18.8,11.2,78.91365654,2.274791667,1,0.32,40.9132569,0.584475099
2020,7,4,1.953436957,25.6,18.4,1.8,84.98741358,1.481232639,1,0.32,66.43189425,0.949027061
2020,7,5,3.133858696,28,19.8,0,78.85502801,1.656371528,1,0.32,106.5753204,1.522504577
2020,7,6,1.707436957,26.3,19.9,0.6,81.93823455,1.472673611,1,0.32,58.06600052,0.829514293
2020,7,7,5.405536957,33.4,22,0,76.23631846,1.441371528,1,0.32,183.8298688,2.626140983
2020,7,8,4.83131087,31.7,19.4,0,76.35325164,1.178472222,1,0.32,164.3017614,2.34716802
2020,7,9,4.139236957,31.3,20.5,0,75.40252168,2.028958333,1,0.32,140.7659207,2.010941725
2020,7,10,2.654347826,29.7,22.6,70.6,81.35656042,2.964756944,1,0.32,90.26825948,1.289546564
2020,7,11,3.364617391,29.9,22.2,0,80.19068351,1.9140625,1,0.32,114.4228924,1.634612749
2020,7,12,0.948528261,23.8,20.5,35.6,82.33372474,3.703420139,1,0.32,32.25726272,0.460818039
2020,7,13,1.310908696,28.1,20.2,28.8,86.58560707,3.949704861,1,0.32,44.58098714,0.636871245
2020,7,14,1.030232609,21.7,19.5,4.2,88.99957301,1.52953125,1,0.32,35.03583951,0.500511993
2020,7,15,1.079171739,22.4,19.4,2.4,89.64284675,1.948784722,1,0.32,36.70014669,0.52428781
2020,7,16,4.897636957,27.7,19.2,29.2,82.55856816,1.374340278,1,0.32,166.5573589,2.379390842
2020,7,17,4.561734783,29.6,20.7,0,82.99352283,1.154982639,1,0.32,155.1340992,2.216201418
2020,7,18,3.364063043,26.1,20.9,0,80.76350057,2.899513889,1,0.32,114.4040403,1.634343433
2020,7,19,2.988834783,28.8,23.1,0,84.83234053,3.967100694,1,0.32,101.6433909,1.452048442
2020,7,20,2.610808696,28.2,22.3,14,87.85088477,2.415607639,1,0.32,88.78759388,1.268394198
2020,7,21,4.262452174,29.5,22.1,8.8,85.36306808,0.9440625,1,0.32,144.9561866,2.070802666
2020,7,22,1.204636957,24.9,22.2,15.4,94.26441438,0.945590278,1,0.32,40.96692992,0.585241856
2020,7,23,0.968054348,25.3,22.1,57.4,92.71648105,3.284201389,1,0.32,32.92129999,0.470304286
2020,7,24,1.647182609,23.5,20.4,13.2,93.76041975,2.214184028,1,0.32,56.01688885,0.800241269
2020,7,25,1.843076087,24.7,20.3,15.6,93.58394871,1.196822917,1,0.32,62.67877511,0.895411073
2020,7,26,3.773602174,28.9,18.9,0,84.83656552,1.180920139,1,0.32,128.3315234,1.833307477
2020,7,27,2.08665,27.4,21.1,17,88.67672977,1.858854167,1,0.32,70.96216321,1.013745189
2020,7,28,2.246908696,29.7,22.7,38.2,91.92108404,1.077552083,1,0.32,76.41219255,1.091602751
2020,7,29,1.385184783,27.2,24.2,48,93.26644254,1.811145833,1,0.32,47.10694588,0.67295637
2020,7,30,2.854356522,31.2,24.9,45,91.79245841,2.05015625,1,0.32,97.07009482,1.38671564
2020,7,31,4.183871739,31.5,24.6,0,86.28358104,0.912673611,1,0.32,142.2838469,2.032626385
2020,8,1,2.94873913,30.9,24.1,1,86.10050756,1.500399306,1,0.32,100.2798301,1.432569001
2020,8,2,3.101217391,31.1,25.5,0,80.7030789,1.758315972,1,0.32,105.4652647,1.506646639
2020,8,3,3.390371739,31.5,26,0,80.68414736,1.715,1,0.32,115.2987385,1.647124836
2020,8,4,4.7613,34.9,25.4,0,66.48943944,2.002309028,1,0.32,161.9208529,2.313155041
2020,8,5,3.274167391,33,26.4,12.8,70.62852579,2.196024306,1,0.32,111.3468961,1.590669945
2020,8,6,0.648293478,28.7,25.2,32.4,84.60790119,2.196736111,1,0.32,22.04696888,0.314956698
2020,8,7,0.358943478,26.6,23.1,262.6,91.75782685,4.132569444,1,0.32,12.20684144,0.174383449
2020,8,8,0.924443478,27.3,23.2,103,89.66401217,19.58284722,1,0.32,31.43819471,0.449117067
2020,8,9,4.475641304,34.3,25.3,1.8,67.11838972,2.365746528,1,0.32,152.2062582,2.174375117
2020,8,10,1.206932609,31,24.9,19.8,84.58090131,2.117013889,1,0.32,41.04499977,0.58635714
2020,8,11,2.431676087,32.2,24.4,7.6,83.59145797,1.493194444,1,0.32,82.69570621,1.181367232
2020,8,12,3.030195652,34.5,25,6,79.38605326,1.520086806,1,0.32,103.0499789,1.472142555
2020,8,13,4.184843478,34.7,24.5,0,74.53054502,1.712100694,1,0.32,142.3168935,2.033098479
2020,8,14,4.564558696,35.9,24.8,0,71.63066941,1.387604167,1,0.32,155.230134,2.217573343
2020,8,15,5.559293478,35.7,24.1,0,65.3246923,1.430746528,1,0.32,189.0587742,2.700839631
2020,8,16,5.229756522,35.7,22.6,0,71.09529567,1.353628472,1,0.32,177.8519808,2.540742584
2020,8,17,4.907354348,37.7,23.9,0,67.46831375,1.235243056,1,0.32,166.8878251,2.384111787
2020,8,18,5.225654348,38.1,23.5,0,67.38760422,0.946909722,1,0.32,177.7124754,2.538749648
2020,8,19,5.457397826,37.6,20.9,0,64.27602377,1.020347222,1,0.32,185.5935376,2.651336251
2020,8,20,5.235815217,37.6,21.9,0,65.13074195,1.085138889,1,0.32,178.0580231,2.543686045
2020,8,21,4.283752174,36.3,21.4,0,68.11018717,1.408368056,1,0.32,145.6805506,2.081150723
2020,8,22,2.994847826,33.8,24.6,0,69.54728983,1.504114583,1,0.32,101.8478807,1.454969724
2020,8,23,4.093734783,35.6,23.1,0,67.63271923,1.189670139,1,0.32,139.2184965,1.988835665
2020,8,24,4.741558696,36.1,23.3,0,64.85890074,2.479027778,1,0.32,161.2494966,2.303564237
2020,8,25,4.333173913,34.9,24.3,0.2,60.39919033,2.481840278,1,0.32,147.3612702,2.105161003
2020,8,26,1.671854348,32.6,24.4,79.8,69.11486492,3.35421875,1,0.32,56.8559179,0.812227399
2020,8,27,2.9904,34.4,27,0,67.93454409,2.854704861,1,0.32,101.6966204,1.452808862
2020,8,28,4.603813043,34.7,25.7,0,69.28288201,2.270086806,1,0.32,156.565084,2.236644057
2020,8,29,3.131967391,33.5,24.5,14.6,78.73110774,2.180416667,1,0.32,106.5110015,1.521585735
2020,8,30,5.149721739,37.4,24.6,0,69.72554509,1.249340278,1,0.32,175.1301821,2.501859745
2020,8,31,3.337767391,37.3,24.2,11.2,76.76493588,2.177517361,1,0.32,113.5097857,1.621568367
2020,9,1,3.564717391,34.8,22.6,0,72.76169221,1.714704861,1,0.32,121.2278328,1.731826183
2020,9,2,1.27485,29.5,23.6,54,84.78234453,3.215451389,1,0.32,43.3547139,0.619353056
2020,9,3,4.152795652,29.8,19.2,14.2,73.47662469,3.20515625,1,0.32,141.2270207,2.017528868
2020,9,4,4.342630435,34.7,17.6,9,67.07500525,1.176501736,1,0.32,147.6828647,2.10975521
2020,9,5,1.463432609,27,19.7,1.8,79.51847508,2.189618056,1,0.32,49.76797432,0.710971062
2020,9,6,1.198147826,24,19,18.2,85.08957377,1.609288194,1,0.32,40.74624953,0.582089279
2020,9,7,1.377384783,22.8,17.7,36.6,86.54431932,2.732326389,1,0.32,46.84168583,0.66916694
2020,9,8,3.694793478,31.2,19.1,0,77.43106621,1.409340278,1,0.32,125.6514211,1.795020301
2020,9,9,3.029373913,27.9,18.6,31.2,78.78064421,2.17,1,0.32,103.0220334,1.471743335
2020,9,10,3.525143478,29.3,19.5,1.4,75.82349216,1.448697917,1,0.32,119.8820151,1.712600216
2020,9,11,0.647536957,22.4,19.5,27.2,88.51295653,2.142621528,1,0.32,22.02124132,0.314589162
2020,9,12,2.993641304,28.2,19.7,3,78.24276427,1.260399306,1,0.32,101.8068497,1.454383566
2020,9,13,2.21433913,25.4,19,8.6,83.87058035,1.630486111,1,0.32,75.30457661,1.075779666
2020,9,14,3.69911087,30.9,19.2,0,75.73834831,1.53203125,1,0.32,125.7982456,1.797117795
2020,9,15,3.19121087,29.8,17.1,0,73.80829393,1.478472222,1,0.32,108.5257358,1.550367654
2020,9,16,2.151423913,27.4,20.7,1.2,80.58923734,1.956684028,1,0.32,73.16497489,1.045213927
2020,9,17,1.525826087,26.2,18.2,3.4,83.57542403,1.476111111,1,0.32,51.8898329,0.741283327
2020,9,18,3.028036957,26.1,13.6,4.8,78.52201496,1.560885417,1,0.32,102.9765666,1.471093809
2020,9,19,3.768971739,29.2,12.8,0.2,75.24819444,1.430711806,1,0.32,128.174053,1.8310579
2020,9,20,4.053508696,26.9,13.5,0.2,70.85415998,1.806840278,1,0.32,137.8504999,1.969292856
2020,9,21,4.268882609,25.7,10.2,0,58.22534102,1.305607639,1,0.32,145.1748709,2.073926727
2020,9,22,3.262969565,24.6,13.4,0,64.21361401,1.501232639,1,0.32,110.9660838,1.585229769
2020,9,23,2.156576087,24.8,13,0,74.0188202,1.001875,1,0.32,73.34018846,1.047716978
2020,9,24,3.313245652,27.5,13.8,0,71.7593307,1.21609375,1,0.32,112.6758578,1.609655112
2020,9,25,3.683321739,28.2,14.2,0,67.63251997,1.394618056,1,0.32,125.2612937,1.789447052
2020,9,26,3.674634783,28.7,16.2,0,68.43163824,1.125729167,1,0.32,124.9658703,1.785226718
2020,9,27,3.758986957,28.5,13.5,0,62.40950787,1.163767361,1,0.32,127.8344935,1.82620705
2020,9,28,4.279917391,27.2,13.5,0,58.20604541,1.116944444,1,0.32,145.5501385,2.079287692
2020,9,29,3.844180435,26.9,11.2,0,58.74744371,1.355208333,1,0.32,130.7317276,1.867596109
2020,9,30,3.632341304,26.7,13.3,0,69.3038491,1.797395833,1,0.32,123.5275664,1.76467952
2020,10,1,3.502167391,29.1,15.4,0,72.22643129,1.446579861,1,0.32,119.1006513,1.701437876
2020,10,2,3.765815217,30.4,13.2,0,69.82366464,1.371666667,1,0.32,128.066707,1.829524385
2020,10,3,3.345293478,28.9,17.4,0.6,72.52576192,1.088819444,1,0.32,113.7657306,1.625224723
2020,10,4,0.852358696,25.9,14.6,5.4,85.89849369,2.118229167,1,0.32,28.98675718,0.414096531
2020,10,5,4.179815217,21.6,8.4,0,44.24777708,3.292986111,1,0.32,142.145894,2.030655628
2020,10,6,4.18875,22,7,0,45.06036695,2.168125,1,0.32,142.4497454,2.034996362
2020,10,7,3.839380435,25.8,9.1,0,45.30079141,1.113767361,1,0.32,130.5684907,1.865264152
2020,10,8,4.143945652,25.9,7.8,0,47.29311205,1.771701389,1,0.32,140.9260526,2.013229323
2020,10,9,4.103615217,24.9,6.2,0,48.99314425,1.549149306,1,0.32,139.5545074,1.99363582
2020,10,10,3.875621739,26.7,8.2,0,59.35900043,1.21296875,1,0.32,131.800974,1.882871057
2020,10,11,3.235923913,26.1,12.2,0,66.27193455,1.745711806,1,0.32,110.0463235,1.572090335
2020,10,12,3.202943478,25.1,12.3,0,64.67144738,1.972534722,1,0.32,108.9247348,1.55606764
2020,10,13,2.634567391,21.9,7.2,0,42.36026777,2.163923611,1,0.32,89.59557243,1.279936749
2020,10,14,2.166436957,21.1,5.6,0,60.34245171,1.711927083,1,0.32,73.67553394,1.052507628
2020,10,15,3.165202174,22.4,7.1,0,58.20265582,1.671128472,1,0.32,107.6412399,1.537731999
2020,10,16,1.414245652,18.9,5.7,0,65.13832559,1.28015625,1,0.32,48.09523916,0.687074845
2020,10,17,3.522971739,23.6,4.6,0,63.53658951,1.847083333,1,0.32,119.8081593,1.711545132
2020,10,18,3.43368913,23.3,4.6,0,39.39337419,1.515399306,1,0.32,116.7718633,1.668169475
2020,10,19,3.206804348,23.9,4.3,0,52.65437028,1.183489583,1,0.32,109.0560341,1.557943344
2020,10,20,3.6534,26.1,3.6,0,35.53259535,1.1809375,1,0.32,124.2437242,1.774910345
2020,6,13,2.053738801,29.12,22.2,50.2,85.56212523,1.97703125,1,0.25,55.87434328,0.99775613
2020,6,14,1.405903692,26.3,21.6,42.8,85.1811963,1.616805556,1,0.25,38.24923863,0.683022118
2020,6,15,6.178615404,31.74,17.2,0,68.89672753,1.627951389,1,0.25,168.0963898,3.001721246
2020,6,16,5.746004851,32.5,18,0,67.46336917,1.835434028,1,0.25,156.3267185,2.791548545
2020,6,17,3.136011538,28.86,18.18,4.4,74.59244881,1.514600694,1,0.25,85.31882687,1.52355048
2020,6,18,0.845517366,19.72,17.6,55,90.45495335,2.150659722,1,0.25,23.00327944,0.410772847
2020,6,19,5.14597221,30.62,18.1,20.8,76.83411821,1.758559028,1,0.25,140.0021354,2.500038133
2020,6,20,4.869343633,31.1,18.7,0,73.85379648,1.674010417,1,0.25,132.4761345,2.365645259
2020,6,21,4.957341733,32.82,19.9,0,70.40268974,1.459357639,1,0.25,134.8702248,2.408396871
2020,6,22,5.693939209,33.54,19,0,70.34828235,1.917170139,1,0.25,154.9102124,2.766253793
2020,6,23,5.513309645,33.48,17.9,0,65.6828178,2.676545139,1,0.25,149.9959759,2.678499569
2020,6,24,1.22680266,25.58,22.4,16.2,77.5771107,3.554548611,1,0.25,33.37658758,0.596010492
2020,6,25,1.386773151,26.28,20.58,0,82.25305244,1.690868056,1,0.25,37.7287701,0.673728038
2020,6,26,4.855897323,31.46,19.9,2.7,74.26000665,1.447777778,1,0.25,132.1103121,2.359112716
2020,6,27,4.488953964,34.2,18.9,0,75.78277984,1.26671875,1,0.25,122.1271929,2.18084273
2020,6,28,5.717953889,32.9,20,0,75.20082001,1.54390625,1,0.25,155.5635596,2.777920708
2020,6,29,1.16367904,24.84,20.7,31.8,84.60129714,3.659184028,1,0.25,31.65923637,0.565343507
2020,6,30,2.136231796,24.1,18.9,5,85.87830636,2.758836806,1,0.25,58.11866076,1.037833228
2020,7,1,5.082397826,30.9,18.2,0,72.68554788,1.769913194,1,0.25,138.2725207,2.469152155
2020,7,2,3.297873913,29.5,17.5,1.8,74.85337322,1.624652778,1,0.25,89.72248029,1.602187148
2020,7,3,1.203058696,22.4,18.8,11.2,78.91365654,2.274791667,1,0.25,32.73060552,0.584475099
2020,7,4,1.953436957,25.6,18.4,1.8,84.98741358,1.481232639,1,0.25,53.1455154,0.949027061
2020,7,5,3.133858696,28,19.8,0,78.85502801,1.656371528,1,0.25,85.26025629,1.522504577
2020,7,6,1.707436957,26.3,19.9,0.6,81.93823455,1.472673611,1,0.25,46.45280041,0.829514293
2020,7,7,5.405536957,33.4,22,0,76.23631846,1.441371528,1,0.25,147.063895,2.626140983
2020,7,8,4.83131087,31.7,19.4,0,76.35325164,1.178472222,1,0.25,131.4414091,2.34716802
2020,7,9,4.139236957,31.3,20.5,0,75.40252168,2.028958333,1,0.25,112.6127366,2.010941725
2020,7,10,2.654347826,29.7,22.6,70.6,81.35656042,2.964756944,1,0.25,72.21460759,1.289546564
2020,7,11,3.364617391,29.9,22.2,0,80.19068351,1.9140625,1,0.25,91.53831393,1.634612749
2020,7,12,0.948528261,23.8,20.5,35.6,82.33372474,3.703420139,1,0.25,25.80581018,0.460818039
2020,7,13,1.310908696,28.1,20.2,28.8,86.58560707,3.949704861,1,0.25,35.66478971,0.636871245
2020,7,14,1.030232609,21.7,19.5,4.2,88.99957301,1.52953125,1,0.25,28.02867161,0.500511993
2020,7,15,1.079171739,22.4,19.4,2.4,89.64284675,1.948784722,1,0.25,29.36011735,0.52428781
2020,7,16,4.897636957,27.7,19.2,29.2,82.55856816,1.374340278,1,0.25,133.2458872,2.379390842
2020,7,17,4.561734783,29.6,20.7,0,82.99352283,1.154982639,1,0.25,124.1072794,2.216201418
2020,7,18,3.364063043,26.1,20.9,0,80.76350057,2.899513889,1,0.25,91.52323226,1.634343433
2020,7,19,2.988834783,28.8,23.1,0,84.83234053,3.967100694,1,0.25,81.31471273,1.452048442
2020,7,20,2.610808696,28.2,22.3,14,87.85088477,2.415607639,1,0.25,71.0300751,1.268394198
2020,7,21,4.262452174,29.5,22.1,8.8,85.36306808,0.9440625,1,0.25,115.9649493,2.070802666
2020,7,22,1.204636957,24.9,22.2,15.4,94.26441438,0.945590278,1,0.25,32.77354394,0.585241856
2020,7,23,0.968054348,25.3,22.1,57.4,92.71648105,3.284201389,1,0.25,26.33703999,0.470304286
2020,7,24,1.647182609,23.5,20.4,13.2,93.76041975,2.214184028,1,0.25,44.81351108,0.800241269
2020,7,25,1.843076087,24.7,20.3,15.6,93.58394871,1.196822917,1,0.25,50.14302009,0.895411073
2020,7,26,3.773602174,28.9,18.9,0,84.83656552,1.180920139,1,0.25,102.6652187,1.833307477
2020,7,27,2.08665,27.4,21.1,17,88.67672977,1.858854167,1,0.25,56.76973057,1.013745189
2020,7,28,2.246908696,29.7,22.7,38.2,91.92108404,1.077552083,1,0.25,61.12975404,1.091602751
2020,7,29,1.385184783,27.2,24.2,48,93.26644254,1.811145833,1,0.25,37.6855567,0.67295637
2020,7,30,2.854356522,31.2,24.9,45,91.79245841,2.05015625,1,0.25,77.65607585,1.38671564
2020,7,31,4.183871739,31.5,24.6,0,86.28358104,0.912673611,1,0.25,113.8270775,2.032626385
2020,8,1,2.94873913,30.9,24.1,1,86.10050756,1.500399306,1,0.25,80.22386406,1.432569001
2020,8,2,3.101217391,31.1,25.5,0,80.7030789,1.758315972,1,0.25,84.37221179,1.506646639
2020,8,3,3.390371739,31.5,26,0,80.68414736,1.715,1,0.25,92.2389908,1.647124836
2020,8,4,4.7613,34.9,25.4,0,66.48943944,2.002309028,1,0.25,129.5366823,2.313155041
2020,8,5,3.274167391,33,26.4,12.8,70.62852579,2.196024306,1,0.25,89.0775169,1.590669945
2020,8,6,0.648293478,28.7,25.2,32.4,84.60790119,2.196736111,1,0.25,17.6375751,0.314956698
2020,8,7,0.358943478,26.6,23.1,262.6,91.75782685,4.132569444,1,0.25,9.765473151,0.174383449
2020,8,8,0.924443478,27.3,23.2,103,89.66401217,19.58284722,1,0.25,25.15055576,0.449117067
2020,8,9,4.475641304,34.3,25.3,1.8,67.11838972,2.365746528,1,0.25,121.7650066,2.174375117
2020,8,10,1.206932609,31,24.9,19.8,84.58090131,2.117013889,1,0.25,32.83599981,0.58635714
2020,8,11,2.431676087,32.2,24.4,7.6,83.59145797,1.493194444,1,0.25,66.15656496,1.181367232
2020,8,12,3.030195652,34.5,25,6,79.38605326,1.520086806,1,0.25,82.4399831,1.472142555
2020,8,13,4.184843478,34.7,24.5,0,74.53054502,1.712100694,1,0.25,113.8535148,2.033098479
2020,8,14,4.564558696,35.9,24.8,0,71.63066941,1.387604167,1,0.25,124.1841072,2.217573343
2020,8,15,5.559293478,35.7,24.1,0,65.3246923,1.430746528,1,0.25,151.2470193,2.700839631
